Run_mgm,Sample_name,Run,colSums.data.genomesize.,NGs,AGS,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environment_(biome),environment_(material),geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,Sample_name2,Sequencing_method,soil_environmental_package,SRA Study,Submitter_Id,latitude,longitude,biome,delta15N,N_conc_g_kg,P_conc_mg_kg,pH,gene_count,gc_count,gc_percent,shannon,simp,richness,pielous,AGS_mgm,Total_base_mgm,NGs_mgm,AGS2_mgm,Run2_mgm,GC_percent_mgm,shannon_ko,simp_ko,richness_ko,pielous_ko,Biome,Biome2
ERR1877746,S243,ERR1873324,167538.4639,30000,5.584615462,AMPLICON,492,54475224,PRJEB19856,SAMEA103892573,35306527,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,run.zq,fastq","ena,s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US,ena",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Boreal_forests,soil,Sweden,Europe,Sweden,67.85596,19.47575,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:20Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S243,Illumina,soil,ERP021922,S243,67.86,19.48,forest: subpolar coniferous forest biome,0.983038261,3.161526926,20.81462673,5.9439998,5132.879933,1.05869E+11,0.631911261,5.782805419,0.99097498,1802,0.771385024,3746668.951,21995743,5.870746332,3.746668951,ERR1877746,61.94,7.809366943,0.999250797,5701,0.90298434,Boreal_forests,Forest
ERR1877748,S139,ERR1873288,160063.068,30000,5.3354356,AMPLICON,492,28766748,PRJEB19856,SAMEA103892529,19737020,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,sra,run.zq","ena,ncbi,s3,gs","ena,ncbi.public,gs.US,s3.us-east-1",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Mediterrean,soil,Portugal,Europe,Portugal,38.469741,-9.000622,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:19Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S139,Illumina,soil,ERP021922,S139,38.47,-9,forest: temperate broadleaf forest biome,-1.613667849,13.26596708,7.178343303,5.677,4924.230233,1.03269E+11,0.645178335,7.2629118,0.998211273,4117,0.872644058,2866789.815,9882826,3.447349348,2.866789815,ERR1877748,63.35,7.764919904,0.999242782,5577,0.900133805,Mediterrean,Mediterrean
ERR1877749,S223,ERR1873319,165842.9719,30000,5.528099064,AMPLICON,491,44359886,PRJEB19856,SAMEA103892566,28755959,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,run.zq,fastq","s3,gs,ncbi,ena","ena,gs.US,s3.us-east-1,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Savannas,soil,Botswana,Africa,Botswana,-18.07174,25.4991,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:20Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S223,Illumina,soil,ERP021922,S223,-18.07,25.5,woodland: tropical woodland biome,2.579207266,0.632455362,0.643502304,7.006,5144.232533,1.0549E+11,0.636082842,7.205744357,0.998084356,4036,0.86784731,2358228.005,7794389,3.305188889,2.358228005,ERR1877749,66.57,7.710490446,0.999234173,5252,0.900089027,Savannas,Grassland
ERR1877750,S097,ERR1873274,174197.8949,30000,5.806596497,AMPLICON,491,18844089,PRJEB19856,SAMEA103892618,12178236,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,fastq,sra","ena,s3,ncbi,gs","s3.us-east-1,ncbi.public,ena,gs.US",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Moist_tropical_forests,soil,Malaysia,Asia,Malaysia,2.982,102.313,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:21Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S097,Illumina,soil,ERP021922,S097,2.98,102.31,forest: tropical broadleaf forest biome,2.414738684,1.652348833,2.001429593,5.3400002,5189.8018,1.10411E+11,0.633823046,6.505983694,0.996321213,2296,0.840683265,3350728.903,35581752,10.61910797,3.350728903,ERR1877750,61.51,7.784330366,0.999157508,6313,0.889600517,Moist_tropical_forests,Forest
ERR1877751,G2538,ERR1873195,175271.6327,30000,5.842387756,AMPLICON,490,69687310,PRJEB19856,SAMEA103892444,46140186,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,run.zq,sra","s3,gs,ncbi,ena","ena,ncbi.public,gs.US,s3.us-east-1",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Temperate_coniferous_forests,soil,Estonia,Europe,Estonia,58.12324,27.03222,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:16Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2538,Illumina,soil,ERP021922,G2538,58.12,27.03,forest: temperate coniferous forest biome,-4.273558108,9.180126656,67.09297605,6.4180002,5299.5929,1.12338E+11,0.640936712,6.2169147,0.994505018,2192,0.808171389,2600057.232,7130147,2.742303867,2.600057232,ERR1877751,61.74,7.734009192,0.999236789,5151,0.904885682,Temperate_coniferous_forests,Forest
ERR1877752,AV103,ERR1873185,163515.3323,30000,5.450511076,AMPLICON,490,63775460,PRJEB19856,SAMEA103892433,41952102,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,run.zq,fastq","ena,gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US,ena",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Moist_tropical_forests,soil,Colombia,South America,Colombia,-0.3919,-72.0461,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:16Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,AV103,Illumina,soil,ERP021922,AV103,-0.63,-72.09,forest: tropical broadleaf forest biome,3.386746745,15.84105379,16.394453,4.9169998,4954.328767,1.04213E+11,0.637325966,6.001369717,0.991251504,1863,0.797000644,3002186.524,13262797,4.417712523,3.002186524,ERR1877752,62.58,7.663831725,0.999124985,5347,0.892773996,Moist_tropical_forests,Forest
ERR1877753,S258,ERR1873329,156287.5746,30000,5.209585821,AMPLICON,491,72640504,PRJEB19856,SAMEA103892579,45675713,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,run.zq,sra","ncbi,gs,s3,ena","ncbi.public,gs.US,s3.us-east-1,ena",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Southern_temperate_forests,soil,Argentina,South America,Argentina,-50.445767,-72.780067,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:20Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S258,Illumina,soil,ERP021922,S258,-50.45,-72.78,forest: temperate broadleaf forest biome,3.281333883,3.012458756,12.41386364,6.4860001,4782.890767,97805324912,0.625803588,6.998125229,0.996470873,4035,0.842867179,2518665.905,6037080,2.396935611,2.518665905,ERR1877753,64.2,7.638687521,0.9991371,5152,0.893712667,Southern_temperate_forests,Forest
ERR1877755,S268,ERR1873333,159635.9976,30000,5.321199922,AMPLICON,491,43291961,PRJEB19856,SAMEA103892584,27408320,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,run.zq,sra","ena,ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1,ena",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Mediterrean,soil,Morocco,Africa,Morocco,33.52149,-5.00242,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:20Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S268,Illumina,soil,ERP021922,S268,33.52,-5,forest: mediterranean forest biome,1.500107927,8.952318749,16.03896956,7.1719999,4886.719667,1.01957E+11,0.638682644,7.069052715,0.997641053,3941,0.853833878,2094323.635,6652859,3.176614583,2.094323635,ERR1877755,66.8,7.664213968,0.999196771,5023,0.899367455,Mediterrean,Mediterrean
ERR1877758,G3051,ERR1873239,159151.8246,30000,5.30506082,AMPLICON,490,71890840,PRJEB19856,SAMEA103892495,49490083,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,sra,fastq","ncbi,ena,gs,s3","s3.us-east-1,gs.US,ena,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Dry_tropical_forests,soil,India,Asia,India,29.49347,79.13757,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:18Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G3051,Illumina,soil,ERP021922,G3051,29.49,79.14,forest: subtropical broadleaf forest biome,2.070711779,2.572922431,42.83970708,6.1420002,4872.6742,99996334286,0.62830781,7.470023554,0.998506687,4818,0.880887143,3020759.062,347830907,115.1468554,3.020759062,ERR1877758,64.28,7.878319913,0.999317573,8292,0.873133031,Dry_tropical_forests,Forest
ERR1877759,S143,ERR1873291,157537.3478,30000,5.251244928,AMPLICON,492,55786896,PRJEB19856,SAMEA103892533,36394165,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,sra,run.zq","ncbi,s3,gs,ena","ena,ncbi.public,s3.us-east-1,gs.US",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Moist_tropical_forests,soil,Panama,North America,Panama,8.4868,-82.4336,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:19Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S143,Illumina,soil,ERP021922,S143,8.49,-82.43,forest: tropical broadleaf forest biome,3.140241841,4.11460335,0.253672973,5.9229999,4856.584967,1.00191E+11,0.635985378,7.137902924,0.996770673,4362,0.851708675,2856184.008,10997277,3.850339113,2.856184008,ERR1877759,67.46,7.683916642,0.999142243,5524,0.89173073,Moist_tropical_forests,Forest
ERR1877760,S131,ERR1873286,162663.7337,30000,5.422124457,AMPLICON,492,139953336,PRJEB19856,SAMEA103892527,92629416,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,sra,run.zq","ena,s3,gs,ncbi","ncbi.public,gs.US,ena,s3.us-east-1",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Temperate_coniferous_forests,soil,Russia,Europe,Russia,51.91068,39.45722,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:19Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S131,Illumina,soil,ERP021922,S131,51.91,39.46,forest: temperate coniferous forest biome,-0.460804216,6.308174597,31.19545362,6.9710002,5004.705,1.03442E+11,0.635924261,6.859248198,0.995375313,3672,0.835628323,4301807.8,179804079,41.79732972,4.3018078,ERR1877760,63.8,7.872525273,0.999287572,7167,0.886821029,Temperate_coniferous_forests,Forest
ERR1877761,G2754,ERR1873223,165922.0473,30000,5.530734909,AMPLICON,491,58592994,PRJEB19856,SAMEA103892473,39142229,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,run.zq,fastq","ena,ncbi,gs,s3","ncbi.public,gs.US,ena,s3.us-east-1",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Savannas,soil,Australia,Oceania,Australia,-12.6725,131.0708333,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:17Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2754,Illumina,soil,ERP021922,G2754,-12.67,131.07,woodland: tropical woodland biome,2.97078158,1.363725333,0.592865174,6.1129999,5092.6256,1.02658E+11,0.618710694,6.727287262,0.996336209,3241,0.832210439,189561.714,192537,1.015695606,0.189561714,ERR1877761,63.2,7.223095069,0.998749873,2781,0.910791891,Savannas,Grassland
ERR1877764,S041,ERR1877971,168596.5688,30000,5.619885625,AMPLICON,489,60238932,PRJEB19856,SAMEA103892593,39746407,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,sra,fastq","ena,s3,gs,ncbi","s3.us-east-1,ena,ncbi.public,gs.US",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Temperate_coniferous_forests,soil,Taiwan,Asia,Taiwan,24.162593,121.285533,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:21Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S041,Illumina,soil,ERP021922,S041,24.16,121.29,forest: subtropical coniferous forest biome,0.0135,9.907665871,33.21138211,6.7420001,5077.148533,1.06148E+11,0.629595786,6.882390083,0.997012444,3337,0.848334332,2579452.996,17520056,6.792159434,2.579452996,ERR1877764,63.29,7.749851242,0.999186304,5662,0.896814457,Temperate_coniferous_forests,Forest
ERR1877766,S092,ERR1873271,169962.3288,30000,5.665410961,AMPLICON,491,133441034,PRJEB19856,SAMEA103892615,85205768,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,fastq,sra","ena,gs,s3,ncbi","ena,ncbi.public,s3.us-east-1,gs.US",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Southern_temperate_forests,soil,Argentina,South America,Argentina,-54.48108,-67.44908,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:21Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S092,Illumina,soil,ERP021922,S092,-54.48,-67.45,forest: temperate broadleaf forest biome,2.677677348,4.527138495,24.30725346,4.7319999,5212.1373,1.07166E+11,0.630529733,6.518846745,0.993300449,3372,0.802491326,2544110.414,11855066,4.659807976,2.544110414,ERR1877766,62.33,7.780307993,0.999214887,5542,0.90257634,Southern_temperate_forests,Forest
ERR1877767,S169,ERR1873299,168114.3033,30000,5.603810109,AMPLICON,491,32589634,PRJEB19856,SAMEA103892541,22448200,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,fastq,sra","gs,ncbi,ena,s3","s3.us-east-1,ena,gs.US,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Southern_temperate_forests,soil,New Zealand,Oceania,New Zealand,-42.7641762,171.6870428,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:19Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S169,Illumina,soil,ERP021922,S169,-42.76,171.69,forest: temperate broadleaf forest biome,-3.986829666,10.41814926,57.57606594,5.2340002,5007.8671,1.04941E+11,0.62422194,6.932841694,0.997390564,3176,0.85979373,2690306.863,10433786,3.878288438,2.690306863,ERR1877767,61.84,7.706042543,0.999175853,5444,0.895815071,Southern_temperate_forests,Forest
ERR1877774,G2733,ERR1873217,169188.1393,30000,5.639604643,AMPLICON,489,31383042,PRJEB19856,SAMEA103892466,20403865,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,run.zq,sra","ena,s3,ncbi,gs","ena,ncbi.public,gs.US,s3.us-east-1",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Tropical_montane_forests,soil,Papua New Guinea,Oceania,Papua New Guinea,-5.9305,145.0335833,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:17Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2733,Illumina,soil,ERP021922,G2733,-5.93,145.03,forest: tropical broadleaf forest biome,-0.494114421,8.943780765,49.97459608,5.5190001,5081.835767,1.06431E+11,0.629067493,7.434057651,0.997756187,4739,0.878358378,4269603.538,57590216,13.4884224,4.269603538,ERR1877774,61.09,7.837120588,0.999263423,6764,0.888625927,Tropical_montane_forests,Forest
ERR1877776,S196,ERR1873310,174669.6984,30000,5.822323281,AMPLICON,491,65181723,PRJEB19856,SAMEA103892554,43850602,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,fastq,sra","s3,ena,gs,ncbi","ena,gs.US,s3.us-east-1,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Temperate_deciduous_forests,soil,USA,North America,USA,36.0361,-79.0711,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:19Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S196,Illumina,soil,ERP021922,S196,36.04,-79.07,forest: temperate broadleaf forest biome,0.358436114,3.455579062,6.166683627,5.3400002,5317.4974,1.11605E+11,0.638946106,6.325857645,0.99346934,2779,0.797727636,2840520.058,10315597,3.631587452,2.840520058,ERR1877776,62.73,7.756785107,0.999262926,5522,0.900225063,Temperate_deciduous_forests,Forest
ERR1877778,AV117,ERR1873191,174673.489,30000,5.822449634,AMPLICON,490,21069510,PRJEB19856,SAMEA103892439,14257691,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,fastq,run.zq","ena,gs,s3,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Moist_tropical_forests,soil,Colombia,South America,Colombia,-4.0086,-69.8984,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:16Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,AV117,Illumina,soil,ERP021922,AV117,-4.01,-69.9,forest: tropical broadleaf forest biome,0.436649701,6.471938632,31.2335958,5.276,5074.008867,1.12242E+11,0.642583883,5.758779389,0.987352402,1662,0.776557791,5680003.255,48512804,8.540981726,5.680003255,ERR1877778,65.47,7.740071378,0.999157772,6076,0.888427557,Moist_tropical_forests,Forest
ERR1877780,G2679,ERR1873214,172477.9835,30000,5.749266115,AMPLICON,489,41040303,PRJEB19856,SAMEA103892463,27377566,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,fastq,sra","gs,ncbi,s3,ena","s3.us-east-1,gs.US,ena,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Tropical_montane_forests,soil,Papua New Guinea,Oceania,Papua New Guinea,-6.01602,145.40921,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:17Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2679,Illumina,soil,ERP021922,G2679,-6.02,145.41,forest: tropical broadleaf forest biome,-0.472791936,15.45278502,12.53194317,5.349,5125.769233,1.07478E+11,0.623141201,6.962148884,0.996845589,3695,0.847519509,5351230.957,55700967,10.40900074,5.351230957,ERR1877780,61.38,7.693043991,0.99902612,6488,0.876429541,Tropical_montane_forests,Forest
ERR1877783,S089,ERR1873270,170661.3706,30000,5.688712352,AMPLICON,491,92311437,PRJEB19856,SAMEA103892614,58843883,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,fastq,run.zq","ncbi,gs,ena,s3","s3.us-east-1,ena,gs.US,ncbi.public",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Southern_temperate_forests,soil,Argentina,South America,Argentina,-42.78133,-71.47167,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:21Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S089,Illumina,soil,ERP021922,S089,-42.78,-71.47,forest: temperate broadleaf forest biome,0.130585887,3.167120855,120.4926307,6.6719999,5242.163667,1.09119E+11,0.639387042,6.499102122,0.994092644,3118,0.807848962,3624700.4,20146000,5.557976598,3.6247004,ERR1877783,63.75,7.743978895,0.999175455,5677,0.895860626,Southern_temperate_forests,Forest
ERR1877784,G2649,ERR1873202,171651.5275,30000,5.721717583,AMPLICON,491,52867443,PRJEB19856,SAMEA103892451,34536534,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,sra,fastq","ncbi,s3,ena,gs","gs.US,ncbi.public,s3.us-east-1,ena",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Mediterrean,soil,Australia,Oceania,Australia,-33.54495,117.08714,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:17Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2649,Illumina,soil,ERP021922,G2649,-33.54,117.09,forest: subtropical broadleaf forest biome,-0.59813635,3.779058438,2.792674289,6.3189998,5225.410733,1.10067E+11,0.641225148,7.033495296,0.997479553,3669,0.856941313,787366.5915,1624239,2.062875181,0.787366592,ERR1877784,64.48,7.415678213,0.998983251,3798,0.899717469,Mediterrean,Mediterrean
ERR1877785,S098,ERR1873275,159667.6183,30000,5.322253942,AMPLICON,492,45025872,PRJEB19856,SAMEA103892619,29634239,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"sra,fastq,run.zq","s3,ncbi,ena,gs","gs.US,ena,ncbi.public,s3.us-east-1",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Moist_tropical_forests,soil,Sri Lanka,Asia,Sri Lanka,6.42497,80.41758,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:21Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S098,Illumina,soil,ERP021922,S098,6.42,80.42,forest: tropical broadleaf forest biome,2.978987499,2.163476368,0.671482348,5.197,4870.508667,1.00304E+11,0.628206472,6.167807174,0.992551133,2392,0.792788979,6921420.149,554989735,80.18437302,6.921420149,ERR1877785,60.24,7.745565074,0.998749255,7641,0.866269909,Moist_tropical_forests,Forest
ERR1877786,G3057,ERR1873241,156325.404,30000,5.210846799,AMPLICON,489,56464830,PRJEB19856,SAMEA103892497,36546183,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,sra,fastq","ena,ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public,ena",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Moist_tropical_forests,soil,India,Asia,India,13.49556,75.2251,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:18Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G3057,Illumina,soil,ERP021922,G3057,13.5,75.23,forest: tropical broadleaf forest biome,3.07397509,4.435152617,0.422918135,5.4109998,4784.759433,98724083005,0.631529364,7.426554432,0.997862296,4925,0.873498582,2829718.156,10165012,3.592234787,2.829718156,ERR1877786,65.43,7.632978501,0.999054785,5275,0.89058633,Moist_tropical_forests,Forest
ERR1877789,G2836,ERR1873231,166720.5704,30000,5.557352347,AMPLICON,491,37884578,PRJEB19856,SAMEA103892483,24617927,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,sra,fastq","gs,s3,ncbi,ena","ncbi.public,gs.US,s3.us-east-1,ena",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Boreal_forests,soil,Finland,Europe,Finland,68.60353,21.74517,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:17Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2836,Illumina,soil,ERP021922,G2836,68.6,21.75,forest: subpolar coniferous forest biome,-0.580343322,14.74091052,93.21077919,5.7870002,5113.163167,1.06E+11,0.635794108,5.99871498,0.993684,1871,0.796195008,1955484.644,3984347,2.037524054,1.955484644,ERR1877789,61.21,7.731611413,0.999217263,4983,0.908128316,Boreal_forests,Forest
ERR1877792,G2648,ERR1873201,177674.0281,30000,5.922467604,AMPLICON,491,48305071,PRJEB19856,SAMEA103892450,31470813,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"run.zq,fastq,sra","ena,ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1,ena",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Mediterrean,soil,Australia,Oceania,Australia,-34.95822,117.43759,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:17Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,G2648,Illumina,soil,ERP021922,G2648,-34.96,117.44,forest: subtropical broadleaf forest biome,0.572140949,5.635138736,5.825636862,5.1830001,5369.339333,1.13657E+11,0.639692751,6.597670357,0.995685056,2855,0.829183575,2010306.579,3334424,1.658664422,2.010306579,ERR1877792,62.84,7.62624861,0.999176882,4635,0.903435012,Mediterrean,Mediterrean
ERR1877793,S194,ERR1873309,158647.8057,30000,5.288260191,AMPLICON,491,27819078,PRJEB19856,SAMEA103892552,18977905,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2015,public,"fastq,sra,run.zq","ena,gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1,ena",2018/5/31,2018/5/31,2018/11/16,2017/3/6,Savannas,soil,Zimbabwe,Africa,Zimbabwe,-19.8833,29.45,EMBL,European Molecular Biology Laboratory,2018-05-31T17:02:46Z,2017-03-06T16:33:19Z,public,Illumina MiSeq,metagenome,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,18S metabarcoding data of global soil samples,S194,Illumina,soil,ERP021922,S194,-19.88,29.45,woodland: tropical woodland biome,3.335300611,0.480286342,0.122249389,6.3189998,4956.177633,1.00628E+11,0.634285123,6.929870627,0.997120607,3513,0.848809296,2177795.926,6220716,2.856427421,2.177795926,ERR1877793,66.48,7.634297074,0.999140803,5047,0.895356001,Savannas,Grassland
